"Origin","Proverb"
"Latin","Submission to one wrong brings on another."
"Latin","Submit to the rule you have yourself laid down."
"Latin","Subtlety set a trap and caught itself."
"Latin","Success alters our manners."
"Latin","Success leads to insolence."
"Latin","The bad refrain from sin from fear of punishment."
"Latin","Strike when the iron is hot."
"Latin","Sorrow follows pleasure."
"Latin","Soon ripe, soon rotten."
"Latin","Sooner could you hide an elephant under your armpit."
"Latin","Sooner shall earth mount to heaven."
"Latin","Sooner will a beetle make honey."
"Latin","Sooner will the tamarisk bear apples."
"Latin","Sooner will the wolf take the sheep for a wife."
"Latin","Sorrow and ill weather come unsent for."
"Latin","Stagnant waters putrefy."
"Latin","Sorrow dwells on the confines of pleasure."
"Latin","Summer will not last for ever."
"Latin","Sorrows come uninvited."
"Latin","Sour grapes will ne'er make sweet wine."
"Latin","Speak not against the dead."
"Latin","Speaking, though speechless, it exercises dominion over the mind."
"Latin","Speech both conceals and reveals the thoughts of men."
"Latin","Spendthrifts are always of necessity greedy and covetous."
"Latin","Spring succeeds to winter."
"Latin","Sorrow brings on premature old age."
"Latin","That which we obtain too easily, we esteem too lightly."
"Latin","Success makes a fool seem wise."
"Latin","That which is his lot to-day may be yours to-morrow."
"Latin","That which is not understood is always marvellous."
"Latin","That which is sweet to some is bitter to others."
"Latin","That which is violent never lasts long."
"Latin","That which is wanting in some respects, may be made up for in others."
"Latin","That which satisfies is enough."
"Latin","That which is despised is often most useful."
"Latin","That which was bitter to endure may be sweet to remember."
"Latin","That which is deferred is not abandoned."
"Latin","That which we really require not is dear at a farthing."
"Latin","The absent one will not be the heir."
"Latin","The act itself does not constitute a crime, unless the intent be criminal."
"Latin","The antidote before the poison."
"Latin","The assistance of fools only brings injury."
"Latin","The autumn of beauty is still beautiful."
"Latin","The hand that rocks the cradle rules the world."
"Latin","That which should feed our children ought not to be given to dogs."
"Latin","Tears are at times as eloquent as words."
"Latin","Sweet is war to those who have never experienced it."
"Latin","Take counsel of your pillow."
"Latin","Take not the antidote before the poison."
"Latin","Take time: much may be gained by patience."
"Latin","Take time: much may be gained by patience."
"Latin","Talent and poverty, wealth and stupidity generally dwell together."
"Latin","Talk of the devil and he'll appear."
"Latin","That which is good for the back is bad for the head."
"Latin","Teach an eagle to fly, a dolphin to swim."
"Latin","The axe forgets what the tree remembers."
"Latin","Test the danger by the Carians."
"Latin","Thank 'ee for nothing."
"Latin","That country will I call mine which supports me, not that which gave me birth."
"Latin","That fair face will as years roll on lose its beauty, and old age will bring its wrinkles to the brow."
"Latin","That is with difficulty preserved which all hanker after."
"Latin","That which I receive, that I return."
"Latin","That which is beyond our reach is nothing to us."
"Latin","Taught in the same school."
"Latin","There grows not the herb, which can protect against the power of death."
"Latin","The will cannot be compelled."
"Latin","The wind will let us neither sail nor stay."
"Latin","The wolf changes his coat but not his nature."
"Latin","The wolf changes his hair, but not his nature."
"Latin","The wolf dances round the well."
"Latin","The work tests the workman."
"Latin","The hand often travels to the part where the pain is."
"Latin","There are many languages on earth, but one in heaven."
"Latin","The toothless man envies those who can eat well."
"Latin","There is a black sheep in every flock."
"Latin","There is a good time coming."
"Latin","There is a season for all things."
"Latin","There is a skeleton in every house."
"Latin","There is a time and place for everything."
"Latin","There is a time for all things."
"Latin","There is a time for everything."
"Latin","The workmanship surpassed the material."
"Latin","The swans will not sing till the jackdaws are quiet."
"Latin","The shadow for the substance."
"Latin","The shirt is nearer than the coat."
"Latin","The silence resulting from absence has destroyed many a friendship."
"Latin","The silver is become dross."
"Latin","The skin of a lion covering some mongrel beast."
"Latin","The smoke of our own country is brighter than fire abroad."
"Latin","The sow has been greeted with music."
"Latin","The whisperer's tongue is worse than serpent's venom."
"Latin","The stupid fear fortune, the wise endure it."
"Latin","The warnings of age are the weapons of youth."
"Latin","The swift are overtaken by the slow."
"Latin","The tale is marred in the telling."
"Latin","The tears of an heir are laughter under a mask."
"Latin","The test of merit is success."
"Latin","The times are changing; we too are changing with them."
"Latin","The title is one thing, the contents another."
"Latin","There is danger when a dog has once tasted flesh."
"Latin","The spirit is willing, but the flesh is weak."
"Latin","They who are thirsty drink in silence."
"Latin","There is a time when nothing should be said, there is a time when some things may be said. but there is indeed no time in which everything can be said."
"Latin","They fought with varying success."
"Latin","They found no fault with Time, save that he fled."
"Latin","They give, to find a pretext for asking."
"Latin","They laugh till they cry."
"Latin","They limit their expenditure where it is not needed, and are ever lavish of that of which they should be sparing."
"Latin","They look at the greens, but steal the bacon."
"Latin","They cease to be friends who dwell afar off."
"Latin","They understand each other, like thieves at a fair."
"Latin","They can do least who boast loudest."
"Latin","Thief knows thief, and wolf knows wolf."
"Latin","Thieves dread a commotion."
"Latin","Things beyond our reach are not worth our consideration."
"Latin","Things coming from afar are most esteemed."
"Latin","Things hardly attained are the longer retained."
"Latin","Things hatched in discord are not speedily terminated."
"Latin","Things past cannot be recalled."
"Latin","They marry under bad auspices who marry in the month of May."
"Latin","There is nothing more telling than wit."
"Latin","The sacrifice of an ox will not bring us all we want."
"Latin","There is more to be feared from the doctor than the disease."
"Latin","There is no accounting for tastes."
"Latin","There is no departing from the words of the law."
"Latin","There is no good but contains some evil; no evil but contains some good."
"Latin","There is no remedy against the bite of a secret slanderer."
"Latin","There is no way to make money so certain as to save what you have."
"Latin","They fight with tweezers, not swords."
"Latin","There is no wise response to a foolish remark."
"Latin","There is always a first time."
